"DIVIPOLA","City_Municipality","ID_Deparment","Department","Sex","Range","People"
"47189","Cienaga","47","Magdalena","F","71-80","5"
"47189","Cienaga","47","Magdalena","F","61-70","6"
"47189","Cienaga","47","Magdalena","F","81-90","2"
"47189","Cienaga","47","Magdalena","M","51-60","6"
"47189","Cienaga","47","Magdalena","M","71-80","11"
"47189","Cienaga","47","Magdalena","M","61-70","5"
"47189","Cienaga","47","Magdalena","M","81-90","7"
"47189","Cienaga","47","Magdalena","M","41-50","5"
"47189","Cienaga","47","Magdalena","M","91-99","1"
"47189","Cienaga","47","Magdalena","M","21-30","1"
"47189","Cienaga","47","Magdalena","M","31-40","1"
"47245","El Banco","47","Magdalena","F","71-80","1"
"47245","El Banco","47","Magdalena","M","81-90","1"
"47551","Pivijay","47","Magdalena","M","61-70","1"
"47570","Puebloviejo","47","Magdalena","F","51-60","2"
"47570","Puebloviejo","47","Magdalena","F","71-80","5"
"47570","Puebloviejo","47","Magdalena","F","61-70","3"
"47570","Puebloviejo","47","Magdalena","M","51-60","1"
"47570","Puebloviejo","47","Magdalena","M","71-80","6"
"47570","Puebloviejo","47","Magdalena","M","61-70","3"
"47570","Puebloviejo","47","Magdalena","M","81-90","1"
"47570","Puebloviejo","47","Magdalena","M","41-50","1"
"47745","Sitionuevo","47","Magdalena","F","61-70","1"
"47745","Sitionuevo","47","Magdalena","F","81-90","1"
"47745","Sitionuevo","47","Magdalena","M","51-60","1"
"47745","Sitionuevo","47","Magdalena","M","71-80","3"
"47980","Zona Bananera","47","Magdalena","F","51-60","2"
"47980","Zona Bananera","47","Magdalena","F","71-80","1"
"47980","Zona Bananera","47","Magdalena","F","21-30","1"
"47980","Zona Bananera","47","Magdalena","M","71-80","1"
"47980","Zona Bananera","47","Magdalena","M","81-90","1"
"47980","Zona Bananera","47","Magdalena","M","21-30","1"
"50001","Villavicencio","50","Meta","F","71-80","1"
"50001","Villavicencio","50","Meta","F","61-70","1"
"50001","Villavicencio","50","Meta","F","81-90","1"
"50001","Villavicencio","50","Meta","F","91-99","1"
"50001","Villavicencio","50","Meta","F","21-30","1"
"50001","Villavicencio","50","Meta","M","71-80","1"
"50001","Villavicencio","50","Meta","M","61-70","3"
"50001","Villavicencio","50","Meta","M","81-90","1"
"50573","Puerto Lopez","50","Meta","F","91-99","1"
"50573","Puerto Lopez","50","Meta","M","71-80","1"
"52001","Pasto","52","Narino","F","51-60","2"
"52001","Pasto","52","Narino","F","71-80","2"
"52001","Pasto","52","Narino","F","81-90","2"
"52001","Pasto","52","Narino","M","51-60","2"
"52001","Pasto","52","Narino","M","71-80","3"
"52001","Pasto","52","Narino","M","61-70","4"
"52001","Pasto","52","Narino","M","81-90","3"
"52001","Pasto","52","Narino","M","41-50","1"
"52001","Pasto","52","Narino","M","91-99","1"
"52001","Pasto","52","Narino","M","31-40","1"
"52079","Barbacoas","52","Narino","M","61-70","1"
"52079","Barbacoas","52","Narino","M","31-40","1"
"52079","Barbacoas","52","Narino","M","11-20","1"
"52224","Cuaspud","52","Narino","F","41-50","1"
"52320","Guaitarilla","52","Narino","F","51-60","1"
"52356","Ipiales","52","Narino","F","71-80","1"
"52356","Ipiales","52","Narino","F","91-99","1"
"52356","Ipiales","52","Narino","F","21-30","1"
"52356","Ipiales","52","Narino","M","71-80","2"
"52356","Ipiales","52","Narino","M","61-70","2"
"52356","Ipiales","52","Narino","M","81-90","2"
"52356","Ipiales","52","Narino","M","21-30","1"
"52356","Ipiales","52","Narino","M","31-40","1"
"52381","La Florida","52","Narino","M","51-60","1"
"52385","La Llanada","52","Narino","M","51-60","1"
"52385","La Llanada","52","Narino","M","61-70","1"
"52427","Magui","52","Narino","F","41-50","1"
"52427","Magui","52","Narino","F","2-10","1"
"52435","Mallama","52","Narino","M","81-90","1"
"52473","Mosquera","52","Narino","M","81-90","1"
"52473","Mosquera","52","Narino","M","41-50","2"
"52490","Olaya Herrera","52","Narino","F","31-40","1"
"52490","Olaya Herrera","52","Narino","M","51-60","1"
"52560","Potosi","52","Narino","M","61-70","1"
"52685","San Bernardo","52","Narino","F","81-90","1"
"52835","San Andres de Tumaco","52","Narino","F","51-60","2"
"52835","San Andres de Tumaco","52","Narino","F","71-80","8"
"52835","San Andres de Tumaco","52","Narino","F","61-70","7"
"52835","San Andres de Tumaco","52","Narino","F","81-90","4"
"52835","San Andres de Tumaco","52","Narino","F","91-99","2"
"52835","San Andres de Tumaco","52","Narino","F","31-40","1"
"52835","San Andres de Tumaco","52","Narino","M","51-60","5"
"52835","San Andres de Tumaco","52","Narino","M","71-80","8"
"52835","San Andres de Tumaco","52","Narino","M","61-70","8"
"52835","San Andres de Tumaco","52","Narino","M","81-90","4"
"52835","San Andres de Tumaco","52","Narino","M","41-50","3"
"52835","San Andres de Tumaco","52","Narino","M","91-99","1"
"52835","San Andres de Tumaco","52","Narino","M","31-40","2"
"52838","Tuquerres","52","Narino","F","81-90","1"
"52838","Tuquerres","52","Narino","M","71-80","2"
"54001","Cucuta","54","Norte de Santander","F","71-80","4"
"54001","Cucuta","54","Norte de Santander","F","61-70","2"
"54001","Cucuta","54","Norte de Santander","F","41-50","1"
"54001","Cucuta","54","Norte de Santander","F","31-40","1"
"54001","Cucuta","54","Norte de Santander","M","51-60","2"
"54001","Cucuta","54","Norte de Santander","M","71-80","2"
"54001","Cucuta","54","Norte de Santander","M","61-70","1"
"54003","Abrego","54","Norte de Santander","M","71-80","1"
"54498","Ocana","54","Norte de Santander","F","71-80","1"
"54498","Ocana","54","Norte de Santander","F","81-90","1"
"54498","Ocana","54","Norte de Santander","M","41-50","1"
"54498","Ocana","54","Norte de Santander","M","91-99","1"
"63001","Armenia","63","Quindio","M","71-80","1"
"63130","Calarca","63","Quindio","F","81-90","1"
"63470","Montenegro","63","Quindio","F","71-80","1"
"63470","Montenegro","63","Quindio","F","31-40","1"
"66001","Pereira","66","Risaralda","F","51-60","1"
"66001","Pereira","66","Risaralda","F","61-70","1"
"66001","Pereira","66","Risaralda","F","81-90","1"
"66001","Pereira","66","Risaralda","F","41-50","1"
"66001","Pereira","66","Risaralda","M","51-60","1"
"66001","Pereira","66","Risaralda","M","71-80","2"
"66001","Pereira","66","Risaralda","M","61-70","2"
"66170","Dosquebradas","66","Risaralda","F","71-80","1"
"66170","Dosquebradas","66","Risaralda","M","61-70","2"
"66170","Dosquebradas","66","Risaralda","M","91-99","1"
"66682","Santa Rosa de Cabal","66","Risaralda","F","71-80","1"
"68001","Bucaramanga","68","Santander","F","71-80","1"
"68001","Bucaramanga","68","Santander","F","81-90","1"
"68001","Bucaramanga","68","Santander","M","51-60","2"
"68001","Bucaramanga","68","Santander","M","71-80","1"
"68001","Bucaramanga","68","Santander","M","81-90","1"
"68081","Barrancabermeja","68","Santander","F","81-90","1"
"68081","Barrancabermeja","68","Santander","F","31-40","1"
"68081","Barrancabermeja","68","Santander","M","61-70","1"
"68081","Barrancabermeja","68","Santander","M","41-50","1"
"68081","Barrancabermeja","68","Santander","M","31-40","1"
"68276","Floridablanca","68","Santander","F","81-90","1"
"68276","Floridablanca","68","Santander","M","71-80","1"
"68276","Floridablanca","68","Santander","M","61-70","1"
"68276","Floridablanca","68","Santander","M","81-90","1"
"68307","Giron","68","Santander","F","71-80","1"
"68307","Giron","68","Santander","M","11-20","1"
"68755","Socorro","68","Santander","F","71-80","1"
"68755","Socorro","68","Santander","M","41-50","1"
"70001","Sincelejo","70","Sucre","F","51-60","4"
"70001","Sincelejo","70","Sucre","F","71-80","4"
"70001","Sincelejo","70","Sucre","F","61-70","6"
"70001","Sincelejo","70","Sucre","F","81-90","7"
"70001","Sincelejo","70","Sucre","F","91-99","3"
"70001","Sincelejo","70","Sucre","F","31-40","1"
"70001","Sincelejo","70","Sucre","M","51-60","5"
"70001","Sincelejo","70","Sucre","M","71-80","22"
"70001","Sincelejo","70","Sucre","M","61-70","16"
"70001","Sincelejo","70","Sucre","M","81-90","7"
"70001","Sincelejo","70","Sucre","M","41-50","9"
"70001","Sincelejo","70","Sucre","M","91-99","1"
"70001","Sincelejo","70","Sucre","M","31-40","1"
"73001","Ibague","73","Tolima","F","61-70","2"
"73001","Ibague","73","Tolima","M","61-70","2"
"73001","Ibague","73","Tolima","M","81-90","1"
"73001","Ibague","73","Tolima","M","21-30","2"
"73168","Chaparral","73","Tolima","F","91-99","1"
"73268","Espinal","73","Tolima","F","51-60","1"
"73268","Espinal","73","Tolima","F","71-80","1"
"73268","Espinal","73","Tolima","F","81-90","1"
"73268","Espinal","73","Tolima","M","51-60","1"
"73268","Espinal","73","Tolima","M","61-70","1"
"73268","Espinal","73","Tolima","M","81-90","1"
"73319","Guamo","73","Tolima","F","61-70","1"
"73443","San Sebastian de Mariquita","73","Tolima","M","61-70","2"
"73443","San Sebastian de Mariquita","73","Tolima","M","31-40","1"
"73449","Melgar","73","Tolima","F","41-50","1"
"73449","Melgar","73","Tolima","F","31-40","1"
"73678","San Luis","73","Tolima","M","61-70","1"
"76001","Cali","76","Valle del Cauca","F","51-60","7"
"76001","Cali","76","Valle del Cauca","F","71-80","28"
"76001","Cali","76","Valle del Cauca","F","61-70","22"
"76001","Cali","76","Valle del Cauca","F","81-90","26"
"76001","Cali","76","Valle del Cauca","F","41-50","7"
"76001","Cali","76","Valle del Cauca","F","91-99","6"
"76001","Cali","76","Valle del Cauca","F","21-30","1"
"76001","Cali","76","Valle del Cauca","F","31-40","1"
"76001","Cali","76","Valle del Cauca","M","51-60","27"
"76001","Cali","76","Valle del Cauca","M","71-80","50"
"76001","Cali","76","Valle del Cauca","M","61-70","48"
"76001","Cali","76","Valle del Cauca","M","81-90","31"
"76001","Cali","76","Valle del Cauca","M","41-50","18"
"76001","Cali","76","Valle del Cauca","M","91-99","15"
"76001","Cali","76","Valle del Cauca","M","21-30","2"
"76001","Cali","76","Valle del Cauca","M","31-40","6"
"76020","Alcala","76","Valle del Cauca","M","71-80","1"
"76109","Buenaventura","76","Valle del Cauca","F","51-60","5"
"76109","Buenaventura","76","Valle del Cauca","F","71-80","16"
"76109","Buenaventura","76","Valle del Cauca","F","61-70","12"
"76109","Buenaventura","76","Valle del Cauca","F","81-90","6"
"76109","Buenaventura","76","Valle del Cauca","F","41-50","2"
"76109","Buenaventura","76","Valle del Cauca","F","91-99","1"
"76109","Buenaventura","76","Valle del Cauca","F","31-40","2"
"76109","Buenaventura","76","Valle del Cauca","M","51-60","11"
"76109","Buenaventura","76","Valle del Cauca","M","71-80","18"
"76109","Buenaventura","76","Valle del Cauca","M","61-70","8"
"76109","Buenaventura","76","Valle del Cauca","M","81-90","8"
"76109","Buenaventura","76","Valle del Cauca","M","41-50","6"
"76109","Buenaventura","76","Valle del Cauca","M","91-99","1"
"76109","Buenaventura","76","Valle del Cauca","M","21-30","1"
"76130","Candelaria","76","Valle del Cauca","F","61-70","1"
"76130","Candelaria","76","Valle del Cauca","F","81-90","2"
"76130","Candelaria","76","Valle del Cauca","M","81-90","1"
"76233","Dagua","76","Valle del Cauca","M","71-80","2"
"76233","Dagua","76","Valle del Cauca","M","61-70","1"
"76233","Dagua","76","Valle del Cauca","M","81-90","2"
"76248","El Cerrito","76","Valle del Cauca","F","61-70","1"
"76248","El Cerrito","76","Valle del Cauca","M","71-80","1"
"76248","El Cerrito","76","Valle del Cauca","M","31-40","1"
"76250","El Dovio","76","Valle del Cauca","F","81-90","1"
"76275","Florida","76","Valle del Cauca","F","71-80","1"
"76275","Florida","76","Valle del Cauca","F","31-40","1"
"76275","Florida","76","Valle del Cauca","M","81-90","1"
"76275","Florida","76","Valle del Cauca","M","91-99","1"
"76306","Ginebra","76","Valle del Cauca","M","51-60","1"
"76318","Guacari","76","Valle del Cauca","M","81-90","1"
"76364","Jamundi","76","Valle del Cauca","F","61-70","1"
"76364","Jamundi","76","Valle del Cauca","F",">99","1"
"76364","Jamundi","76","Valle del Cauca","M","61-70","1"
"76377","La Cumbre","76","Valle del Cauca","M","51-60","1"
"76400","La Union","76","Valle del Cauca","M","71-80","1"
"76497","Obando","76","Valle del Cauca","F","61-70","1"
"76520","Palmira","76","Valle del Cauca","F","51-60","1"
"76520","Palmira","76","Valle del Cauca","F","71-80","3"
"76520","Palmira","76","Valle del Cauca","F","61-70","2"
"76520","Palmira","76","Valle del Cauca","M","71-80","1"
"76520","Palmira","76","Valle del Cauca","M","61-70","2"
"76520","Palmira","76","Valle del Cauca","M","41-50","1"
"76563","Pradera","76","Valle del Cauca","F","71-80","2"
"76563","Pradera","76","Valle del Cauca","F","61-70","2"
"76563","Pradera","76","Valle del Cauca","M","51-60","1"
"76563","Pradera","76","Valle del Cauca","M","71-80","3"
"76563","Pradera","76","Valle del Cauca","M","61-70","1"
"76563","Pradera","76","Valle del Cauca","M","41-50","1"
"76563","Pradera","76","Valle del Cauca","M","31-40","1"
"76622","Roldanillo","76","Valle del Cauca","M","71-80","1"
"76834","Tulua","76","Valle del Cauca","F","71-80","1"
"76834","Tulua","76","Valle del Cauca","F","61-70","1"
"76834","Tulua","76","Valle del Cauca","M","71-80","2"
"76834","Tulua","76","Valle del Cauca","M","61-70","1"
"76892","Yumbo","76","Valle del Cauca","F","61-70","1"
"76892","Yumbo","76","Valle del Cauca","M","71-80","1"
"76892","Yumbo","76","Valle del Cauca","M","21-30","1"
"86219","Colon","86","Putumayo","F","81-90","1"
"86757","San Miguel","86","Putumayo","M","61-70","1"
"86757","San Miguel","86","Putumayo","M","41-50","1"
"86865","Valle del Guamuez","86","Putumayo","F","61-70","1"
"86865","Valle del Guamuez","86","Putumayo","M","51-60","2"
"86865","Valle del Guamuez","86","Putumayo","M","61-70","1"
"91001","Leticia","91","Amazonas","F","51-60","4"
"91001","Leticia","91","Amazonas","F","71-80","9"
"91001","Leticia","91","Amazonas","F","61-70","7"
"91001","Leticia","91","Amazonas","F","81-90","4"
"91001","Leticia","91","Amazonas","F","41-50","2"
"91001","Leticia","91","Amazonas","F","91-99","2"
"91001","Leticia","91","Amazonas","M","51-60","17"
"91001","Leticia","91","Amazonas","M","71-80","21"
"91001","Leticia","91","Amazonas","M","61-70","8"
"91001","Leticia","91","Amazonas","M","81-90","8"
"91001","Leticia","91","Amazonas","M","41-50","4"
"91001","Leticia","91","Amazonas","M","91-99","1"
"91540","Puerto Narino","91","Amazonas","F","21-30","1"
"91540","Puerto Narino","91","Amazonas","M","81-90","1"
"94001","Inirida","94","Guainia","F","71-80","1"
"5837","Turbo","5","Antioquia","M","71-80","2"
"5837","Turbo","5","Antioquia","M","61-70","1"
"8606","Repelon","8","Atlantico","F","51-60","1"
"8606","Repelon","8","Atlantico","F","61-70","1"
"8606","Repelon","8","Atlantico","M","71-80","1"
"8549","Piojo","8","Atlantico","M","81-90","1"
"19130","Cajibio","19","Cauca","M","61-70","1"
"27025","Alto Baudo","27","Choco","F","61-70","1"
"27025","Alto Baudo","27","Choco","F","81-90","1"
"23678","San Carlos","23","Cordoba","F","61-70","1"
"44847","Uribia","44","La Guajira","F","61-70","1"
"44847","Uribia","44","La Guajira","F","81-90","1"
"47545","Pijino del Carmen","47","Magdalena","F","61-70","1"
"50606","Restrepo","50","Meta","M","61-70","1"
"50606","Restrepo","50","Meta","M","41-50","1"
"52250","El Charco","52","Narino","F","71-80","1"
"52250","El Charco","52","Narino","M","61-70","1"
"54405","Los Patios","54","Norte de Santander","M","71-80","1"
"73411","Libano","73","Tolima","F","61-70","1"
"5495","Nechi","5","Antioquia","F","81-90","1"
"13244","El Carmen de Bolivar","13","Bolivar","F","71-80","1"
"13244","El Carmen de Bolivar","13","Bolivar","F","31-40","1"
"13244","El Carmen de Bolivar","13","Bolivar","M","61-70","1"
"13244","El Carmen de Bolivar","13","Bolivar","M","81-90","1"
"47288","Fundacion","47","Magdalena","M","51-60","1"
"52260","El Tambo","52","Narino","M","61-70","1"
"52696","Santa Barbara","52","Narino","M","2-10","1"
"52678","Samaniego","52","Narino","F","2-10","1"
"86001","Mocoa","86","Putumayo","F","61-70","1"
"76036","Andalucia","76","Valle del Cauca","M","41-50","1"
"5154","Caucasia","5","Antioquia","F","71-80","1"
"5154","Caucasia","5","Antioquia","F","61-70","1"
"8560","Ponedera","8","Atlantico","M","61-70","1"
"8141","Candelaria","8","Atlantico","M","61-70","1"
"13657","San Juan Nepomuceno","13","Bolivar","F","61-70","1"
"54398","La Playa","54","Norte de Santander","M","91-99","1"
"73217","Coyaima","73","Tolima","F","91-99","1"
"73624","Rovira","73","Tolima","F","61-70","1"
"70265","Guaranda","70","Sucre","F","41-50","1"
"70670","Sampues","70","Sucre","F","51-60","1"
"70670","Sampues","70","Sucre","F","41-50","1"
"5887","Yarumal","5","Antioquia","M","61-70","1"
"25175","Chia","25","Cundinamarca","F","71-80","1"
"25175","Chia","25","Cundinamarca","M","81-90","1"
"25175","Chia","25","Cundinamarca","M","41-50","1"
"13442","Maria la Baja","13","Bolivar","F","41-50","1"
"19809","Timbiqui","19","Cauca","M","71-80","1"
"19809","Timbiqui","19","Cauca","M","61-70","1"
"27361","Istmina","27","Choco","M","41-50","1"
"25224","Cucunuba","25","Cundinamarca","M","81-90","1"
"41306","Gigante","41","Huila","M","51-60","1"
"76869","Vijes","76","Valle del Cauca","M","51-60","1"
"13433","Mahates","13","Bolivar","M","61-70","1"
"13222","Clemencia","13","Bolivar","F","61-70","1"
"13222","Clemencia","13","Bolivar","F","81-90","1"
"20400","La Jagua de Ibirico","20","Cesar","M","61-70","1"
"20400","La Jagua de Ibirico","20","Cesar","M",">99","1"
"23162","Cerete","23","Cordoba","F","61-70","1"
"23162","Cerete","23","Cordoba","F","41-50","1"
"23162","Cerete","23","Cordoba","M","71-80","1"
"23162","Cerete","23","Cordoba","M","61-70","1"
"23162","Cerete","23","Cordoba","M","41-50","1"
"70215","Corozal","70","Sucre","F","31-40","1"
"70215","Corozal","70","Sucre","M","71-80","2"
"70215","Corozal","70","Sucre","M","81-90","1"
"70508","Ovejas","70","Sucre","M","51-60","1"
"70508","Ovejas","70","Sucre","M","81-90","1"
"19212","Corinto","19","Cauca","M","61-70","1"
"27077","Bajo Baudo","27","Choco","F","71-80","1"
"27615","Riosucio","27","Choco","F","71-80","1"
"50124","Cabuyaro","50","Meta","F","71-80","1"
"47692","San Sebastian de Buenavista","47","Magdalena","F","81-90","1"
"25200","Cogua","25","Cundinamarca","M","81-90","1"
"19743","Silvia","19","Cauca","M","41-50","1"
"5237","Donmatias","5","Antioquia","F","61-70","1"
"19110","Buenos Aires","19","Cauca","F","81-90","1"
"52621","Roberto Payan","52","Narino","M","81-90","1"
"23182","Chinu","23","Cordoba","M","31-40","1"
"23855","Valencia","23","Cordoba","M","81-90","1"
"27787","Tado","27","Choco","M","61-70","1"
"27787","Tado","27","Choco","M","91-99","1"
"23300","Cotorra","23","Cordoba","M","81-90","1"
"52227","Cumbal","52","Narino","M","11-20","1"
"63272","Filandia","63","Quindio","F","71-80","1"
"97666","Taraira","97","Vaupes","M","61-70","1"
"52207","Consaca","52","Narino","M","71-80","1"
"66088","Belen de Umbria","66","Risaralda","F","61-70","1"
"5147","Carepa","5","Antioquia","M","31-40","1"
"5101","Ciudad Bolivar","5","Antioquia","F","61-70","1"
"27430","Medio Baudo","27","Choco","F","81-90","1"
"23079","Buenavista","23","Cordoba","M","21-30","1"
"8372","Juan de Acosta","8","Atlantico","M","61-70","1"
"15218","Covarachia","15","Boyaca","M","81-90","1"
"70418","Los Palmitos","70","Sucre","M","61-70","1"
"52683","Sandona","52","Narino","M","91-99","1"
"54520","Pamplonita","54","Norte de Santander","M","81-90","1"
"8137","Campo de la Cruz","8","Atlantico","M","31-40","1"
"25260","El Rosal","25","Cundinamarca","M","51-60","1"
"76111","Guadalajara de Buga","76","Valle del Cauca","M","51-60","1"
"76111","Guadalajara de Buga","76","Valle del Cauca","M","81-90","1"
"68770","Suaita","68","Santander","M","61-70","1"
"5490","Necocli","5","Antioquia","M","41-50","1"
"44874","Villanueva","44","La Guajira","F","91-99","1"
"20295","Gamarra","20","Cesar","F","71-80","1"
"23580","Puerto Libertador","23","Cordoba","F","41-50","1"
"50568","Puerto Gaitan","50","Meta","F","61-70","1"
"20228","Curumani","20","Cesar","F","41-50","1"
"1","Colombia","1","Colombia","F",">99","4"
"1","Colombia","1","Colombia","F","0-1","1"
"1","Colombia","1","Colombia","F","11-20","4"
"1","Colombia","1","Colombia","F","2-10","3"
"1","Colombia","1","Colombia","F","21-30","22"
"1","Colombia","1","Colombia","F","31-40","63"
"1","Colombia","1","Colombia","F","41-50","96"
"1","Colombia","1","Colombia","F","51-60","187"
"1","Colombia","1","Colombia","F","61-70","375"
"1","Colombia","1","Colombia","F","71-80","379"
"1","Colombia","1","Colombia","F","81-90","328"
"1","Colombia","1","Colombia","F","91-99","88"
"1","Colombia","1","Colombia","M",">99","5"
"1","Colombia","1","Colombia","M","0-1","5"
"1","Colombia","1","Colombia","M","11-20","7"
"1","Colombia","1","Colombia","M","2-10","2"
"1","Colombia","1","Colombia","M","21-30","47"
"1","Colombia","1","Colombia","M","31-40","89"
"1","Colombia","1","Colombia","M","41-50","248"
"1","Colombia","1","Colombia","M","51-60","417"
"1","Colombia","1","Colombia","M","61-70","595"
"1","Colombia","1","Colombia","M","71-80","615"
"1","Colombia","1","Colombia","M","81-90","402"
"1","Colombia","1","Colombia","M","91-99","82"
